code,description
O969,Death from unspecified obstetric cause occurring more than 42 days but less than one year after delivery
O970,Death from sequelae of direct obstetric cause
O971,Death from sequelae of indirect obstetric cause
O979,"Death from sequelae of obstetric cause, unspecified"
O980,"Tuberculosis complicating pregnancy, childbirth and the puerperium"
O981,"Syphilis complicating pregnancy, childbirth and the puerperium"
O982,"Gonorrhoea complicating pregnancy, childbirth and the puerperium"
O983,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium"
O984,"Viral hepatitis complicating pregnancy, childbirth and the puerperium"
O985,"Other viral diseases complicating pregnancy, childbirth and the puerperium"
O986,"Protozoal diseases complicating pregnancy, childbirth and the puerperium"
O987,"Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium"
O988,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"
O989,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium"
O990,"Anaemia complicating pregnancy, childbirth and the puerperium"
O991,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"
O992,"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"
O993,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"
O994,"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"
O995,"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"
O996,"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"
O997,"Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium"
O998,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
P000,Fetus and newborn affected by maternal hypertensive disorders
P001,Fetus and newborn affected by maternal renal and urinary tract diseases
P002,Fetus and newborn affected by maternal infectious and parasitic diseases
P003,Fetus and newborn affected by other maternal circulatory and respiratory diseases
P004,Fetus and newborn affected by maternal nutritional disorders
P005,Fetus and newborn affected by maternal injury
P006,Fetus and newborn affected by surgical procedure on mother
P007,"Fetus and newborn affected by other medical procedures on mother, not elsewhere classified"
P008,Fetus and newborn affected by other maternal conditions
P009,Fetus and newborn affected by unspecified maternal condition
P010,Fetus and newborn affected by incompetent cervix
P011,Fetus and newborn affected by premature rupture of membranes
P012,Fetus and newborn affected by oligohydramnios
P013,Fetus and newborn affected by polyhydramnios
P014,Fetus and newborn affected by ectopic pregnancy
P015,Fetus and newborn affected by multiple pregnancy
P016,Fetus and newborn affected by maternal death
P017,Fetus and newborn affected by malpresentation before labour
P018,Fetus and newborn affected by other maternal complications of pregnancy
P019,"Fetus and newborn affected by maternal complication of pregnancy, unspecified"
P020,Fetus and newborn affected by placenta praevia
P021,Fetus and newborn affected by other forms of placental separation and haemorrhage
P022,Fetus and newborn affected by other and unspecified morphological and functional abnormalities of placenta
P023,Fetus and newborn affected by placental transfusion syndromes
P024,Fetus and newborn affected by prolapsed cord
P025,Fetus and newborn affected by other compression of umbilical cord
P026,Fetus and newborn affected by other and unspecified conditions of umbilical cord
P027,Fetus and newborn affected by chorioamnionitis
P028,Fetus and newborn affected by other abnormalities of membranes
P029,"Fetus and newborn affected by abnormality of membranes, unspecified"
P030,Fetus and newborn affected by breech delivery and extraction
P031,"Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery"
P032,Fetus and newborn affected by forceps delivery
P033,Fetus and newborn affected by delivery by vacuum extractor [ventouse]
P034,Fetus and newborn affected by caesarean delivery
P035,Fetus and newborn affected by precipitate delivery
P036,Fetus and newborn affected by abnormal uterine contractions
P038,Fetus and newborn affected by other specified complications of labour and delivery
P039,"Fetus and newborn affected by complication of labour and delivery, unspecified"
P040,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery"
P041,Fetus and newborn affected by other maternal medication
P042,Fetus and newborn affected by maternal use of tobacco
P043,Fetus and newborn affected by maternal use of alcohol
P044,Fetus and newborn affected by maternal use of drugs of addiction
P045,Fetus and newborn affected by maternal use of nutritional chemical substances
P046,Fetus and newborn affected by maternal exposure to environmental chemical substances
P048,Fetus and newborn affected by other maternal noxious influences
P049,"Fetus and newborn affected by maternal noxious influence, unspecified"
P050,Light for gestational age
P051,Small for gestational age
P052,Fetal malnutrition without mention of light or small for gestational age
P059,"Slow fetal growth, unspecified"
P070,Extremely low birth weight
P071,Other low birth weight
P072,Extreme immaturity
P073,Other preterm infants
P080,Exceptionally large baby
P081,Other heavy for gestational age infants
P082,"Post-term infant, not heavy for gestational age"
P100,Subdural haemorrhage due to birth injury
P101,Cerebral haemorrhage due to birth injury
P102,Intraventricular haemorrhage due to birth injury
P103,Subarachnoid haemorrhage due to birth injury
P104,Tentorial tear due to birth injury
P108,Other intracranial lacerations and haemorrhages due to birth injury
P109,Unspecified intracranial laceration and haemorrhage due to birth injury
P110,Cerebral oedema due to birth injury
P111,Other specified brain damage due to birth injury
P112,Unspecified brain damage due to birth injury
P113,Birth injury to facial nerve
P114,Birth injury to other cranial nerves
P115,Birth injury to spine and spinal cord
P119,"Birth injury to central nervous system, unspecified"
P120,Cephalhaematoma due to birth injury
P121,Chignon due to birth injury
P122,Epicranial subaponeurotic haemorrhage due to birth injury
P123,Bruising of scalp due to birth injury
P124,Monitoring injury of scalp of newborn
P128,Other birth injuries to scalp
P129,"Birth injury to scalp, unspecified"
P130,Fracture of skull due to birth injury
P131,Other birth injuries to skull
P132,Birth injury to femur
P133,Birth injury to other long bones
P134,Fracture of clavicle due to birth injury
P138,Birth injuries to other parts of skeleton
P139,"Birth injury to skeleton, unspecified"
P140,Erb paralysis due to birth injury
P141,Klumpke paralysis due to birth injury
P142,Phrenic nerve paralysis due to birth injury
P143,Other brachial plexus birth injuries
P148,Birth injuries to other parts of peripheral nervous system
P149,"Birth injury to peripheral nervous system, unspecified"
P150,Birth injury to liver
P151,Birth injury to spleen
P152,Sternomastoid injury due to birth injury
P153,Birth injury to eye
P154,Birth injury to face
P155,Birth injury to external genitalia
P156,Subcutaneous fat necrosis due to birth injury
P158,Other specified birth injuries
P159,"Birth injury, unspecified"
P200,Intrauterine hypoxia first noted before onset of labour
P201,Intrauterine hypoxia first noted during labour and delivery
P209,"Intrauterine hypoxia, unspecified"
P210,Severe birth asphyxia
P211,Mild and moderate birth asphyxia
P219,"Birth asphyxia, unspecified"
P220,Respiratory distress syndrome of newborn
P221,Transient tachypnoea of newborn
P228,Other respiratory distress of newborn
P229,"Respiratory distress of newborn, unspecified"
P230,Congenital pneumonia due to viral agent
P231,Congenital pneumonia due to Chlamydia
P232,Congenital pneumonia due to staphylococcus
P233,"Congenital pneumonia due to streptococcus, group B"
P234,Congenital pneumonia due to Escherichia coli
P235,Congenital pneumonia due to Pseudomonas
P236,Congenital pneumonia due to other bacterial agents
P238,Congenital pneumonia due to other organisms
P239,"Congenital pneumonia, unspecified"
P240,Neonatal aspiration of meconium
P241,Neonatal aspiration of amniotic fluid and mucus
P242,Neonatal aspiration of blood
P243,Neonatal aspiration of milk and regurgitated food
P248,Other neonatal aspiration syndromes
P249,"Neonatal aspiration syndrome, unspecified"
P250,Interstitial emphysema originating in the perinatal period
P251,Pneumothorax originating in the perinatal period
P252,Pneumomediastinum originating in the perinatal period
P253,Pneumopericardium originating in the perinatal period
P258,Other conditions related to interstitial emphysema originating in the perinatal period
P260,Tracheobronchial haemorrhage originating in the perinatal period
P261,Massive pulmonary haemorrhage originating in the perinatal period
P268,Other pulmonary haemorrhages originating in the perinatal period
P269,Unspecified pulmonary haemorrhage originating in the perinatal period
P270,Wilson-Mikity syndrome
P271,Bronchopulmonary dysplasia originating in the perinatal period
P278,Other chronic respiratory diseases originating in the perinatal period
P279,Unspecified chronic respiratory disease originating in the perinatal period
P280,Primary atelectasis of newborn
P281,Other and unspecified atelectasis of newborn
P282,Cyanotic attacks of newborn
P283,Primary sleep apnoea of newborn
P284,Other apnoea of newborn
P285,Respiratory failure of newborn
P288,Other specified respiratory conditions of newborn
P289,"Respiratory condition of newborn, unspecified"
P290,Neonatal cardiac failure
P291,Neonatal cardiac dysrhythmia
P292,Neonatal hypertension
P293,Persistent fetal circulation
P294,Transient myocardial ischaemia of newborn
P298,Other cardiovascular disorders originating in the perinatal period
P299,"Cardiovascular disorder originating in the perinatal period, unspecified"
P350,Congenital rubella syndrome
P351,Congenital cytomegalovirus infection
P352,Congenital herpesviral [herpes simplex] infection
P353,Congenital viral hepatitis
P358,Other congenital viral diseases
P359,"Congenital viral disease, unspecified"
P360,"Sepsis of newborn due to streptococcus, group B"
P361,Sepsis of newborn due to other and unspecified streptococci
P362,Sepsis of newborn due to Staphylococcus aureus
P363,Sepsis of newborn due to other and unspecified staphylococci
P364,Sepsis of newborn due to Escherichia coli
